EngagementID,EventDateKey,PlannedDateKey,StartDateKey,EndDateKey,DepartmentKey,PlanetKey,FactionKey,EngagementTypeKey,Status,FriendlyLosses,EnemyLosses,FriendlyCraftLost,EnemyCraftLost,OrdnanceExpended,DurationHours,SuperlaserStrike,PlanetDestroyed
ENG0000794,20240628,20240611,20240628,20240629,19,11,6,1,Won,14,19,0,0,58,5.4,No,No
ENG0000795,20240628,20240617,20240628,20240630,19,8,4,1,Won,19,69,1,2,7,4.2,No,No
ENG0000796,20240628,20240614,20240628,20240628,19,11,6,1,Won,34,118,5,13,41,6.7,No,No
ENG0000797,20240629,20240613,20240629,20240629,16,8,5,8,Won,331,807,5,10,153,22.0,No,No
ENG0000798,20240629,20240616,20240629,20240702,19,11,6,3,Won,237,683,5,13,25,4.9,No,No
ENG0000799,20240630,20240619,20240630,20240630,19,7,5,1,Won,51,130,1,2,50,4.1,No,No
ENG0000800,20240701,20240623,20240701,20240704,2,14,2,7,Lost,70,235,2,3,84,29.1,No,No
ENG0000801,20240702,20240614,20240702,20240703,5,8,4,4,Won,341,960,1,1,80,9.1,No,No
ENG0000802,20240704,20240617,20240704,20240705,19,8,0,1,Won,3,0,1,0,34,2.8,No,No
ENG0000803,20240705,20240627,20240705,20240705,19,12,6,1,Lost,21,68,21,36,44,5.9,No,No
ENG0000804,20240706,20240701,20240706,20240707,19,8,1,1,Won,8,16,19,23,18,5.3,No,No
ENG0000805,20240706,20240629,20240706,20240706,5,12,1,5,Aborted,288,939,2,4,30,4.3,No,No
ENG0000806,20240706,20240624,20240706,20240707,19,13,2,1,Won,47,85,6,11,53,7.3,No,No
ENG0000807,20240707,20240620,20240707,20240709,19,0,7,1,Won,109,433,4,6,34,7.5,No,No
ENG0000808,20240708,20240701,20240708,20240709,19,12,1,3,Lost,274,777,7,10,59,12.8,No,No
ENG0000809,20240709,20240623,20240709,20240711,19,12,0,2,Won,16,0,0,0,47,4.4,No,No
ENG0000810,20240709,20240630,20240709,20240711,5,7,4,5,Won,252,578,4,8,96,4.1,No,No
ENG0000811,20240710,20240626,20240710,20240710,5,10,2,4,Won,231,492,10,10,70,15.4,No,No
ENG0000812,20240710,20240620,20240710,20240712,19,13,2,3,Lost,69,100,6,14,186,10.9,No,No
ENG0000813,20240711,20240622,20240711,20240712,19,13,6,2,Won,44,154,4,9,125,7.8,No,No
ENG0000814,20240711,20240707,20240711,20240711,19,9,6,3,Lost,4,7,33,78,244,12.3,No,No
ENG0000815,20240712,20240630,20240712,20240713,19,11,1,1,Won,41,135,17,24,5,5.5,No,No
ENG0000816,20240713,20240629,20240713,20240713,5,14,4,4,Won,34,62,1,2,83,7.3,No,No
ENG0000817,20240713,20240702,20240713,20240714,19,0,3,2,Won,35,132,7,18,14,6.9,No,No
ENG0000818,20240714,20240710,20240714,20240716,19,13,6,2,Won,8,19,1,2,77,7.8,No,No
ENG0000819,20240714,20240707,20240714,20240716,19,12,5,1,Won,16,39,1,2,17,4.7,No,No
ENG0000820,20240714,20240708,20240714,20240716,19,13,5,3,Lost,35,101,1,2,126,4.8,No,No
ENG0000821,20240715,20240630,20240715,20240715,19,6,3,3,Won,213,470,3,8,277,12.1,No,No
ENG0000822,20240716,20240628,20240716,20240719,5,14,6,4,Lost,228,738,2,2,255,7.6,No,No
ENG0000823,20240717,20240706,20240717,20240717,19,11,2,3,Won,115,196,3,4,596,10.1,No,No
ENG0000824,20240717,20240709,20240717,20240717,19,8,5,2,Aborted,50,95,3,3,37,7.4,No,No
ENG0000825,20240718,20240628,20240718,20240720,5,8,5,4,Won,31,49,8,22,72,8.0,No,No
ENG0000826,20240719,20240713,20240719,20240722,16,10,1,8,Lost,154,475,4,4,554,30.0,No,No
ENG0000827,20240719,20240630,20240719,20240720,5,14,6,5,Won,42,82,4,7,291,10.4,No,No
ENG0000828,20240720,20240717,20240720,20240720,5,11,1,4,Won,413,588,3,8,23,15.1,No,No
ENG0000829,20240720,20240713,20240720,20240724,16,11,1,6,Won,602,2207,13,32,43,8.3,No,No
ENG0000830,20240720,20240718,20240720,20240722,19,0,1,1,Lost,138,453,4,5,213,2.9,No,No
ENG0000831,20240721,20240711,20240721,20240721,19,12,4,1,Won,255,392,1,1,93,6.1,No,No
ENG0000832,20240721,20240716,20240721,20240721,5,7,3,4,Won,317,596,0,0,49,10.9,No,No
ENG0000833,20240721,20240720,20240721,20240721,5,14,2,4,Won,198,501,3,8,82,6.5,No,No
ENG0000834,20240722,20240716,20240722,20240724,19,12,6,1,Lost,16,19,0,0,27,4.6,No,No
ENG0000835,20240722,20240712,20240722,20240722,19,8,4,2,Won,20,75,3,6,36,3.5,No,No
ENG0000836,20240723,20240715,20240723,20240726,19,12,6,3,Won,167,231,4,5,70,2.8,No,No
ENG0000837,20240724,20240704,20240724,20240725,19,0,1,1,Won,45,82,0,0,58,5.5,No,No
ENG0000838,20240725,20240716,20240725,20240727,19,0,6,2,Won,81,115,1,1,7,2.2,No,No
ENG0000839,20240725,20240713,20240725,20240727,19,10,5,3,Won,115,256,8,13,47,15.3,No,No
ENG0000840,20240726,20240714,20240726,20240726,19,7,5,2,Won,51,82,0,0,27,2.3,No,No
ENG0000841,20240727,20240726,20240727,20240728,19,11,2,3,Won,12,45,0,0,705,13.8,No,No
ENG0000842,20240727,20240711,20240727,20240731,16,10,6,6,Won,24,93,9,11,158,8.9,No,No
ENG0000843,20240728,20240714,20240728,20240730,5,14,4,4,Won,45,104,2,2,156,15.9,No,No
ENG0000844,20240728,20240727,20240728,20240729,19,6,6,3,Won,40,130,6,8,78,8.9,No,No
ENG0000845,20240728,20240716,20240728,20240729,19,7,2,2,Won,6,19,0,0,85,1.9,No,No
ENG0000846,20240729,20240710,20240729,20240730,19,13,4,1,Won,31,120,2,5,75,5.2,No,No
ENG0000847,20240729,20240723,20240729,20240731,5,8,4,5,Aborted,149,517,3,5,165,4.2,No,No
ENG0000848,20240730,20240716,20240730,20240801,19,11,5,1,Won,129,495,0,0,25,3.8,No,No
ENG0000849,20240730,20240717,20240730,20240801,19,13,5,1,Won,117,334,4,11,50,2.8,No,No
ENG0000850,20240731,20240714,20240731,20240802,5,9,1,5,Won,427,843,3,3,91,6.5,No,No
ENG0000851,20240801,20240720,20240801,20240803,19,14,1,3,Lost,329,1078,1,2,85,11.8,No,No
ENG0000852,20240801,20240713,20240801,20240803,5,8,2,5,Won,168,213,1,1,116,4.8,No,No
ENG0000853,20240801,20240713,20240801,20240801,19,8,4,2,Won,18,68,0,0,35,2.4,No,No
ENG0000854,20240801,20240718,20240801,20240804,19,11,6,3,Won,259,314,1,1,136,8.3,No,No
ENG0000855,20240802,20240730,20240802,20240802,19,13,1,1,Won,28,83,2,3,140,7.9,No,No
ENG0000856,20240803,20240727,20240803,20240803,5,14,1,4,Won,9,35,1,1,136,15.2,No,No
ENG0000857,20240803,20240801,20240803,20240805,19,0,1,1,Won,489,1211,2,3,16,1.3,No,No
ENG0000858,20240804,20240728,20240804,20240807,19,6,4,3,Won,37,121,1,1,270,5.8,No,No
ENG0000859,20240804,20240721,20240804,20240805,19,12,1,3,Won,65,173,1,1,65,2.2,No,No
ENG0000860,20240804,20240722,20240804,20240804,16,11,1,6,Won,181,541,5,14,284,16.7,No,No
ENG0000861,20240804,20240719,20240804,20240806,19,13,2,3,Won,93,270,0,0,23,11.3,No,No
ENG0000862,20240805,20240725,20240805,20240806,19,8,6,1,Won,91,291,1,2,22,6.6,No,No
ENG0000863,20240805,20240722,20240805,20240806,19,8,5,2,Won,61,111,2,4,91,7.8,No,No
ENG0000864,20240806,20240724,20240806,20240808,19,8,5,1,Won,123,262,0,0,30,6.6,No,No
ENG0000865,20240806,20240728,20240806,20240808,5,7,1,5,Won,126,458,3,6,174,3.3,No,No
ENG0000866,20240806,20240726,20240806,20240808,19,14,2,3,Won,151,602,2,5,334,15.3,No,No
ENG0000867,20240807,20240720,20240807,20240809,19,7,1,3,Won,52,126,1,2,151,9.2,No,No
ENG0000868,20240809,20240727,20240809,20240814,16,8,5,8,Won,100,126,17,28,593,21.5,No,No
ENG0000869,20240809,20240729,20240809,20240809,19,7,5,2,Won,42,61,0,0,190,2.1,No,No
ENG0000870,20240809,20240724,20240809,20240812,5,6,5,4,Won,52,125,2,2,62,7.9,No,No
ENG0000871,20240812,20240726,20240812,20240814,19,12,5,1,Won,43,158,1,1,80,2.1,No,No
ENG0000872,20240812,20240731,20240812,20240812,5,8,2,5,Won,191,357,2,5,14,11.9,No,No
ENG0000873,20240813,20240809,20240813,20240813,19,12,1,3,Aborted,33,56,2,2,74,15.2,No,No
ENG0000874,20240813,20240729,20240813,20240814,19,7,1,1,Won,25,58,2,2,34,4.9,No,No
ENG0000875,20240813,20240803,20240813,20240816,2,14,5,7,Won,77,198,11,19,94,25.0,No,No
ENG0000876,20240814,20240808,20240814,20240814,19,7,0,2,Won,17,0,1,0,142,2.6,No,No
ENG0000877,20240815,20240812,20240815,20240816,19,9,6,3,Won,54,156,14,34,56,4.3,No,No
ENG0000878,20240815,20240811,20240815,20240815,19,0,6,1,Won,12,42,2,3,105,6.7,No,No
ENG0000879,20240815,20240806,20240815,20240815,19,0,1,2,Aborted,37,95,6,8,54,7.9,No,No
ENG0000880,20240816,20240807,20240816,20240816,19,7,4,1,Won,11,28,0,0,100,7.2,No,No
ENG0000881,20240817,20240729,20240817,20240818,16,12,1,8,Won,159,497,4,8,313,6.8,No,No
ENG0000882,20240818,20240809,20240818,20240819,16,9,1,8,Won,131,165,16,36,131,20.1,No,No
ENG0000883,20240818,20240814,20240818,20240820,19,9,4,3,Won,25,99,15,27,256,12.5,No,No
ENG0000884,20240818,20240729,20240818,20240819,19,12,0,1,Won,36,0,2,0,100,3.7,No,No
ENG0000885,20240818,20240806,20240818,20240822,16,7,2,8,Won,146,304,5,6,347,14.3,No,No
ENG0000886,20240819,20240805,20240819,20240819,19,12,2,1,Lost,290,1012,3,6,193,2.7,No,No
ENG0000887,20240820,20240802,20240820,20240822,19,8,5,1,Won,427,715,1,2,214,2.2,No,No
ENG0000888,20240820,20240819,20240820,20240822,19,7,1,3,Lost,171,648,4,5,137,14.3,No,No
ENG0000889,20240820,20240813,20240820,20240822,16,9,5,6,Won,237,345,11,21,155,21.7,No,No
ENG0000890,20240821,20240818,20240821,20240822,5,14,6,4,Won,35,130,1,1,241,15.2,No,No
ENG0000891,20240821,20240801,20240821,20240822,19,14,2,3,Won,198,470,5,9,78,3.4,No,No
ENG0000892,20240822,20240804,20240822,20240823,19,7,4,1,Won,21,58,4,6,46,2.6,No,No
ENG0000893,20240823,20240819,20240823,20240824,16,7,6,8,Won,34,72,3,6,262,12.1,No,No
ENG0000894,20240823,20240805,20240823,20240823,19,7,4,2,Won,124,309,0,0,63,4.5,No,No
ENG0000895,20240823,20240813,20240823,20240824,19,8,4,2,Won,28,104,10,22,331,1.4,No,No
ENG0000896,20240823,20240817,20240823,20240824,5,14,4,4,Won,31,120,3,6,63,5.8,No,No
ENG0000897,20240825,20240822,20240825,20240826,19,12,5,2,Won,123,352,2,5,53,6.3,No,No
ENG0000898,20240826,20240808,20240826,20240828,19,0,4,1,Won,17,25,3,3,76,5.5,No,No
ENG0000899,20240827,20240821,20240827,20240827,19,11,4,2,Won,53,124,0,0,30,6.6,No,No
ENG0000900,20240827,20240813,20240827,20240829,19,14,5,3,Won,116,288,1,1,169,9.8,No,No
ENG0000901,20240828,20240809,20240828,20240828,19,6,4,3,Won,185,347,21,26,85,10.4,No,No
ENG0000902,20240829,20240827,20240829,20240830,19,12,5,1,Won,93,254,2,3,112,4.7,No,No
ENG0000903,20240830,20240826,20240830,20240830,19,11,1,2,Won,69,206,1,2,15,2.9,No,No
ENG0000904,20240830,20240814,20240830,20240902,19,6,5,3,Won,148,406,3,6,97,4.1,No,No
ENG0000905,20240830,20240810,20240830,20240831,19,9,4,3,Won,117,311,0,0,276,10.4,No,No
ENG0000906,20240831,20240822,20240831,20240831,5,10,5,4,Won,200,426,3,5,129,2.1,No,No
ENG0000907,20240831,20240815,20240831,20240902,5,12,1,4,Won,1023,2223,1,2,20,9.9,No,No
ENG0000908,20240901,20240814,20240901,20240901,19,12,4,2,Won,21,58,1,1,45,4.8,No,No
ENG0000909,20240901,20240831,20240901,20240903,19,0,4,1,Won,48,178,1,2,23,1.1,No,No
ENG0000910,20240901,20240816,20240901,20240901,19,7,5,3,Lost,104,303,2,2,92,6.2,No,No
ENG0000911,20240901,20240831,20240901,20240903,19,8,4,3,Won,142,273,1,1,145,5.9,No,No
ENG0000912,20240901,20240819,20240901,20240904,5,10,7,5,Won,10,28,18,23,142,7.1,No,No
ENG0000913,20240903,20240816,20240903,20240905,5,11,1,4,Won,87,333,1,1,113,12.6,No,No
ENG0000914,20240903,20240820,20240903,20240903,19,7,7,2,Lost,19,38,1,2,18,7.0,No,No
ENG0000915,20240904,20240826,20240904,20240904,19,0,5,2,Won,73,168,1,2,180,4.7,No,No
ENG0000916,20240906,20240821,20240906,20240907,16,9,1,8,Won,487,1029,6,9,1275,24.4,No,No
ENG0000917,20240906,20240904,20240906,20240906,19,8,5,1,Won,17,35,4,7,5,2.8,No,No
ENG0000918,20240906,20240818,20240906,20240908,19,12,5,2,Won,200,308,1,1,36,7.9,No,No
ENG0000919,20240906,20240829,20240906,20240909,5,11,5,5,Won,94,123,2,2,384,15.1,No,No
ENG0000920,20240907,20240903,20240907,20240909,19,12,1,3,Won,36,77,5,12,164,15.4,No,No
ENG0000921,20240908,20240902,20240908,20240908,19,11,5,2,Won,38,115,0,0,6,4.0,No,No
ENG0000922,20240908,20240905,20240908,20240911,2,8,1,7,Won,115,174,6,12,92,21.5,No,No
ENG0000923,20240909,20240904,20240909,20240912,5,10,4,5,Won,101,200,13,18,664,2.7,No,No
ENG0000924,20240909,20240903,20240909,20240911,16,10,1,6,Won,155,270,2,5,203,11.1,No,No
ENG0000925,20240910,20240906,20240910,20240914,2,6,2,7,Won,195,286,1,1,143,10.8,No,No
ENG0000926,20240910,20240829,20240910,20240912,5,10,1,5,Won,131,518,3,7,148,11.8,No,No
ENG0000927,20240911,20240830,20240911,20240912,5,10,1,4,Aborted,168,221,2,3,123,6.8,No,No
ENG0000928,20240911,20240908,20240911,20240913,19,7,4,2,Won,11,23,2,3,68,5.0,No,No
ENG0000929,20240911,20240826,20240911,20240915,2,12,1,7,Won,304,938,6,16,179,31.1,No,No
ENG0000930,20240912,20240909,20240912,20240917,2,11,2,7,Won,110,280,41,121,1068,13.9,No,No
ENG0000931,20240913,20240904,20240913,20240913,19,8,1,1,Won,28,64,4,4,37,4.7,No,No
ENG0000932,20240914,20240906,20240914,20240916,5,8,7,4,Won,31,104,7,8,439,9.9,No,No
ENG0000933,20240914,20240907,20240914,20240915,16,7,4,6,Won,153,558,3,4,139,16.8,No,No
ENG0000934,20240914,20240904,20240914,20240915,19,12,2,1,Won,28,81,1,2,26,6.8,No,No
ENG0000935,20240915,20240831,20240915,20240916,19,6,4,3,Won,7,9,3,8,177,3.0,No,No
ENG0000936,20240915,20240911,20240915,20240918,16,9,1,6,Won,547,1596,6,7,112,16.8,No,No
ENG0000937,20240915,20240909,20240915,20240917,1,1,0,9,Won,0,0,0,0,2986,18.5,Yes,Partial
ENG0000938,20240916,20240914,20240916,20240919,19,7,6,3,Won,49,157,5,9,97,15.7,No,No
ENG0000939,20240916,20240831,20240916,20240916,19,0,6,1,Won,61,115,5,13,134,7.1,No,No
ENG0000940,20240916,20240910,20240916,20240919,5,6,4,4,Won,47,104,8,21,558,6.8,No,No
ENG0000941,20240916,20240831,20240916,20240919,5,11,4,5,Won,163,542,3,3,174,2.1,No,No
ENG0000942,20240916,20240908,20240916,20240917,19,7,4,1,Won,19,51,0,0,79,2.7,No,No
ENG0000943,20240917,20240905,20240917,20240917,2,8,1,7,Lost,468,785,6,9,211,13.5,No,No
ENG0000944,20240918,20240917,20240918,20240922,16,14,5,6,Won,103,388,5,10,50,18.1,No,No
ENG0000945,20240918,20240903,20240918,20240918,5,11,1,5,Won,289,359,0,0,220,3.1,No,No
ENG0000946,20240919,20240909,20240919,20240920,16,10,1,6,Won,259,812,3,4,273,7.9,No,No
ENG0000947,20240919,20240904,20240919,20240922,5,13,4,4,Won,74,267,1,2,581,5.2,No,No
ENG0000948,20240920,20240918,20240920,20240922,19,13,4,1,Won,34,64,8,21,104,2.8,No,No
ENG0000949,20240920,20240916,20240920,20240922,16,13,2,8,Won,118,237,1,1,118,30.8,No,No
ENG0000950,20240921,20240903,20240921,20240923,5,6,1,5,Won,51,140,0,0,142,3.9,No,No
ENG0000951,20240921,20240916,20240921,20240922,19,11,6,1,Won,48,106,0,0,34,7.9,No,No
ENG0000952,20240922,20240910,20240922,20240922,19,13,4,1,Won,21,53,0,0,98,6.7,No,No
ENG0000953,20240922,20240910,20240922,20240925,19,12,1,3,Won,85,320,3,8,24,14.5,No,No
ENG0000954,20240922,20240911,20240922,20240922,5,12,2,4,Won,126,357,3,8,134,6.0,No,No
ENG0000955,20240924,20240912,20240924,20240924,5,8,1,4,Won,242,748,1,2,141,8.8,No,No
ENG0000956,20240924,20240922,20240924,20240925,19,8,5,1,Won,26,86,9,14,105,6.7,No,No
ENG0000957,20240925,20240912,20240925,20240927,2,8,3,7,Won,543,1173,1,1,147,27.6,No,No
ENG0000958,20240925,20240913,20240925,20240926,19,11,4,2,Won,23,62,2,3,135,1.8,No,No
ENG0000959,20240926,20240911,20240926,20240928,19,13,1,2,Won,70,106,0,0,129,5.4,No,No
ENG0000960,20240927,20240913,20240927,20240929,19,7,5,2,Won,14,24,1,2,60,4.2,No,No
ENG0000961,20240927,20240917,20240927,20240928,19,7,6,1,Won,92,173,5,6,79,4.1,No,No
ENG0000962,20240928,20240925,20240928,20241003,16,13,1,8,Lost,144,219,7,20,681,11.3,No,No
ENG0000963,20240928,20240915,20240928,20240929,19,0,5,2,Won,34,99,1,2,13,2.3,No,No
ENG0000964,20240928,20240919,20240928,20240928,19,0,0,2,Won,13,0,1,0,204,2.0,No,No
ENG0000965,20240928,20240919,20240928,20240930,19,9,1,3,Won,70,150,18,41,123,7.5,No,No
ENG0000966,20240929,20240909,20240929,20241004,16,13,7,8,Won,33,105,11,25,344,25.8,No,No
ENG0000967,20240930,20240929,20240930,20241003,19,12,6,3,Won,52,120,5,5,193,5.9,No,No
ENG0000968,20240930,20240924,20240930,20241002,19,0,0,1,Won,30,0,3,0,415,6.0,No,No
ENG0000969,20240930,20240928,20240930,20241002,19,8,4,3,Won,35,112,2,4,31,8.4,No,No
ENG0000970,20241001,20240921,20241001,20241002,16,10,4,8,Won,344,512,4,8,47,14.8,No,No
ENG0000971,20241002,20240914,20241002,20241004,19,9,6,3,Won,62,207,6,6,58,6.2,No,No
ENG0000972,20241002,20240914,20241002,20241005,5,11,6,4,Won,85,290,5,6,82,11.3,No,No
ENG0000973,20241003,20240928,20241003,20241006,19,11,5,3,Won,126,448,1,1,80,9.5,No,No
ENG0000974,20241004,20240919,20241004,20241006,19,8,6,2,Aborted,22,62,1,1,90,2.5,No,No
ENG0000975,20241005,20240916,20241005,20241006,19,8,4,1,Won,17,55,1,2,238,4.8,No,No
ENG0000976,20241005,20240925,20241005,20241006,19,0,0,1,Won,2,0,2,0,15,6.8,No,No
ENG0000977,20241006,20240917,20241006,20241006,19,12,4,1,Lost,40,59,0,0,23,3.6,No,No
ENG0000978,20241007,20240923,20241007,20241008,19,11,4,1,Won,18,49,1,2,89,5.3,No,No
ENG0000979,20241007,20241005,20241007,20241007,19,7,4,3,Won,60,76,7,12,62,4.0,No,No
ENG0000980,20241009,20240927,20241009,20241010,19,8,4,1,Won,146,390,0,0,46,2.0,No,No
ENG0000981,20241009,20240919,20241009,20241010,19,7,1,1,Won,218,290,1,1,50,6.1,No,No
ENG0000982,20241010,20241003,20241010,20241012,19,11,6,3,Won,149,348,5,10,94,11.2,No,No
ENG0000983,20241011,20240922,20241011,20241011,16,13,4,6,Won,145,464,1,1,148,19.7,No,No
ENG0000984,20241012,20241008,20241012,20241012,19,8,1,3,Won,143,380,1,2,332,11.2,No,No
ENG0000985,20241012,20241010,20241012,20241013,19,13,2,1,Lost,13,36,3,4,439,4.1,No,No
ENG0000986,20241012,20240925,20241012,20241012,5,13,4,5,Won,25,75,6,16,95,13.8,No,No
ENG0000987,20241013,20241009,20241013,20241013,5,12,2,5,Won,93,327,1,2,185,15.2,No,No
ENG0000988,20241013,20241005,20241013,20241015,19,7,4,1,Won,58,93,5,10,98,2.3,No,No
ENG0000989,20241013,20240923,20241013,20241013,5,9,4,4,Won,164,441,0,0,422,9.4,No,No
ENG0000990,20241014,20241005,20241014,20241014,19,7,2,2,Aborted,138,307,3,3,24,1.6,No,No
ENG0000991,20241015,20241009,20241015,20241016,19,8,4,1,Won,35,95,0,0,238,5.9,No,No
ENG0000992,20241015,20240930,20241015,20241016,19,11,1,2,Won,88,192,3,7,91,4.5,No,No
ENG0000993,20241015,20241008,20241015,20241016,19,0,1,2,Won,64,123,1,1,41,7.7,No,No
ENG0000994,20241015,20241008,20241015,20241017,19,0,5,1,Won,36,141,2,2,30,7.8,No,No
ENG0000995,20241016,20241012,20241016,20241017,19,11,1,1,Won,76,250,1,2,199,4.2,No,No
ENG0000996,20241016,20240929,20241016,20241016,19,13,4,2,Won,11,40,1,1,80,2.7,No,No
ENG0000997,20241016,20240929,20241016,20241017,19,0,6,2,Won,116,438,1,2,91,3.7,No,No
ENG0000998,20241017,20241014,20241017,20241017,19,11,4,2,Won,93,324,0,0,198,1.5,No,No
ENG0000999,20241018,20241016,20241018,20241020,19,13,5,1,Won,65,105,2,3,22,2.2,No,No
ENG0001000,20241019,20241010,20241019,20241020,19,11,4,1,Won,25,30,2,2,60,4.4,No,No
ENG0001001,20241020,20241018,20241020,20241022,19,8,4,1,Won,180,240,1,1,108,1.5,No,No
ENG0001002,20241020,20241004,20241020,20241020,19,8,5,2,Won,44,104,0,0,69,3.2,No,No
ENG0001003,20241020,20241013,20241020,20241020,16,9,2,6,Won,650,2089,12,33,195,15.0,No,No
ENG0001004,20241020,20241009,20241020,20241020,19,13,5,3,Won,79,97,0,0,1012,15.6,No,No
ENG0001005,20241020,20240930,20241020,20241021,19,13,4,2,Won,115,430,8,12,225,2.4,No,No
ENG0001006,20241021,20241020,20241021,20241021,19,7,1,1,Won,66,120,0,0,32,1.9,No,No
ENG0001007,20241021,20241018,20241021,20241023,19,0,1,2,Aborted,75,255,1,1,29,1.2,No,No
ENG0001008,20241022,20241012,20241022,20241025,19,8,1,3,Won,226,641,2,5,30,10.4,No,No
ENG0001009,20241022,20241020,20241022,20241023,2,6,6,7,Won,301,581,4,11,112,8.3,No,No
ENG0001010,20241023,20241012,20241023,20241024,19,12,4,1,Won,41,150,1,1,109,8.0,No,No
ENG0001011,20241023,20241011,20241023,20241024,16,6,1,6,Aborted,922,2426,0,0,141,23.5,No,No
ENG0001012,20241024,20241022,20241024,20241026,19,7,1,1,Lost,18,26,3,5,75,4.6,No,No
ENG0001013,20241024,20241011,20241024,20241026,19,11,1,1,Won,99,159,0,0,12,3.5,No,No
ENG0001014,20241024,20241010,20241024,20241027,16,8,2,8,Won,274,875,4,4,878,17.4,No,No
ENG0001015,20241024,20241012,20241024,20241024,19,0,0,2,Won,17,0,3,0,35,5.7,No,No
ENG0001016,20241025,20241014,20241025,20241030,2,9,2,7,Won,640,997,3,8,82,9.0,No,No
ENG0001017,20241025,20241022,20241025,20241025,19,12,4,1,Won,25,53,1,2,33,7.7,No,No
ENG0001018,20241025,20241010,20241025,20241028,5,6,1,5,Won,511,1840,11,22,78,10.7,No,No
ENG0001019,20241026,20241024,20241026,20241028,19,12,6,1,Won,19,64,1,1,80,7.1,No,No
ENG0001020,20241026,20241008,20241026,20241029,5,10,2,5,Won,78,150,19,44,733,3.8,No,No
ENG0001021,20241026,20241012,20241026,20241027,19,13,6,2,Lost,74,148,1,2,227,6.6,No,No
ENG0001022,20241026,20241014,20241026,20241028,19,13,1,2,Won,28,106,1,1,106,7.6,No,No
ENG0001023,20241026,20241007,20241026,20241026,19,0,4,1,Won,11,41,1,1,10,1.6,No,No
ENG0001024,20241028,20241011,20241028,20241029,19,6,6,3,Won,307,800,1,2,391,10.6,No,No
ENG0001025,20241028,20241013,20241028,20241028,16,14,6,6,Won,263,972,4,9,985,20.9,No,No
ENG0001026,20241030,20241015,20241030,20241031,5,14,6,4,Won,193,408,0,0,20,9.1,No,No
ENG0001027,20241030,20241018,20241030,20241031,19,0,2,2,Won,81,310,0,0,50,2.7,No,No
ENG0001028,20241030,20241026,20241030,20241030,19,12,4,1,Won,36,87,1,2,92,2.2,No,No
ENG0001029,20241030,20241018,20241030,20241031,19,13,5,1,Won,21,42,1,1,34,1.5,No,No
ENG0001030,20241030,20241013,20241030,20241030,19,13,1,2,Won,105,365,1,2,201,3.8,No,No
ENG0001031,20241031,20241016,20241031,20241104,2,7,2,7,Won,631,2105,4,9,214,22.9,No,No
ENG0001032,20241031,20241011,20241031,20241104,16,7,1,6,Lost,299,919,2,5,302,12.5,No,No
ENG0001033,20241031,20241016,20241031,20241102,19,11,6,1,Won,23,35,0,0,85,7.1,No,No
ENG0001034,20241031,20241026,20241031,20241102,19,12,1,3,Lost,97,185,9,25,147,12.9,No,No
ENG0001035,20241101,20241026,20241101,20241104,2,8,6,7,Won,177,382,4,5,146,14.9,No,No
ENG0001036,20241102,20241028,20241102,20241103,19,0,5,1,Won,21,67,0,0,217,7.2,No,No
ENG0001037,20241102,20241014,20241102,20241102,2,13,6,7,Won,89,243,8,11,1233,17.5,No,No
ENG0001038,20241103,20241024,20241103,20241106,5,12,1,4,Won,192,275,5,5,42,13.4,No,No
ENG0001039,20241103,20241022,20241103,20241103,19,8,4,2,Won,59,175,1,1,124,5.5,No,No
ENG0001040,20241103,20241102,20241103,20241104,5,7,4,5,Won,66,185,3,8,170,14.7,No,No
ENG0001041,20241103,20241014,20241103,20241106,19,11,4,3,Won,166,630,2,5,153,11.1,No,No
ENG0001042,20241104,20241024,20241104,20241106,19,8,6,2,Won,27,35,0,0,15,5.2,No,No
ENG0001043,20241104,20241024,20241104,20241105,5,7,1,5,Aborted,111,411,3,3,440,2.4,No,No
ENG0001044,20241105,20241101,20241105,20241106,19,0,0,2,Won,12,0,0,0,223,2.2,No,No
ENG0001045,20241106,20241018,20241106,20241107,19,9,6,3,Won,335,438,10,13,238,5.3,No,No
ENG0001046,20241107,20241018,20241107,20241108,2,7,7,7,Won,83,305,9,18,278,8.9,No,No
ENG0001047,20241107,20241028,20241107,20241109,5,8,1,4,Lost,59,188,2,3,96,8.1,No,No
ENG0001048,20241107,20241031,20241107,20241107,19,7,6,1,Won,15,37,2,3,44,6.1,No,No
ENG0001049,20241107,20241023,20241107,20241107,19,8,4,1,Won,23,74,2,3,31,6.8,No,No
ENG0001050,20241108,20241030,20241108,20241110,19,12,2,1,Won,140,422,19,22,132,5.8,No,No
ENG0001051,20241108,20241107,20241108,20241111,16,12,1,6,Won,141,422,8,22,446,22.6,No,No
ENG0001052,20241109,20241026,20241109,20241109,19,11,6,1,Won,315,1233,1,1,35,7.9,No,No
ENG0001053,20241109,20241103,20241109,20241109,16,9,4,6,Won,116,368,5,13,346,23.7,No,No
ENG0001054,20241110,20241109,20241110,20241113,19,13,1,3,Won,160,520,6,12,153,15.7,No,No
ENG0001055,20241110,20241108,20241110,20241114,1,2,2,9,Won,120,80000,0,0,62,16.2,Yes,No
ENG0001056,20241111,20241105,20241111,20241112,19,11,7,3,Won,70,98,8,18,205,6.9,No,No
ENG0001057,20241111,20241109,20241111,20241113,19,7,0,1,Lost,28,0,0,0,108,4.4,No,No
ENG0001058,20241111,20241031,20241111,20241112,19,11,6,2,Won,19,42,2,5,131,5.3,No,No
