SnapshotDateKey,ItemKey,LocationKey,OnHandQty,OnOrderQty,ReorderPoint,UnitCostCredits,InventoryValueCredits,StockStatus
20230619,18,12,113,0,74,18600,2101800,In Stock
20230619,18,2,23,286,76,18600,427800,Reorder
20230619,19,3,36,394,70,5400,194400,Reorder
20230619,19,11,177,0,75,5400,955800,In Stock
20230619,20,10,818,0,284,860,703480,In Stock
20230619,21,12,2944,0,1221,140,412160,In Stock
20230619,21,13,1889,0,860,140,264460,In Stock
20230619,22,2,703,0,366,980,688940,In Stock
20230619,22,11,369,0,257,980,361620,In Stock
20230619,22,12,863,0,263,980,845740,In Stock
20230619,23,11,168,0,55,6200,1041600,In Stock
20230619,24,11,41,0,10,44000,1804000,In Stock
20230619,24,2,19,0,12,44000,836000,In Stock
20230619,24,10,24,0,12,44000,1056000,In Stock
20230619,25,6,3,38,8,21500,64500,Reorder
20230619,25,11,37,0,9,21500,795500,In Stock
20230619,26,3,683,0,349,310,211730,In Stock
20230619,27,1,70,0,66,2700,189000,Low
20230619,28,5,15,337,56,8900,133500,Reorder
20230619,29,13,289,0,251,430,124270,Low
20230619,29,2,941,0,243,430,404630,In Stock
20230619,30,5,194,1678,218,520,100880,Reorder
20230619,30,11,359,0,268,520,186680,In Stock
20230619,31,4,20,0,8,96000,1920000,In Stock
20230619,31,1,24,0,10,96000,2304000,In Stock
20230619,32,1,202,0,77,3400,686800,In Stock
20230619,32,4,201,0,51,3400,683400,In Stock
20230619,33,1,282,0,62,5900,1663800,In Stock
20230619,33,4,147,0,57,5900,867300,In Stock
20230619,33,14,162,0,60,5900,955800,In Stock
20230619,34,5,23,0,9,72000,1656000,In Stock
20230619,34,1,41,0,11,72000,2952000,In Stock
20230619,34,4,23,0,10,72000,1656000,In Stock
20230619,35,2,2504,0,1017,45,112680,In Stock
20230619,35,11,4285,0,746,45,192825,In Stock
20230619,36,3,282,0,52,2300,648600,In Stock
20230619,36,13,65,326,69,2300,149500,Reorder
20230619,36,10,140,0,75,2300,322000,In Stock
20230619,37,11,560,0,225,1100,616000,In Stock
20230619,38,10,569,0,380,1650,938850,In Stock
20230619,38,11,428,0,266,1650,706200,In Stock
20230619,39,8,28,0,11,58000,1624000,In Stock
20230619,39,9,14,0,12,58000,812000,Low
20230619,40,9,334,0,49,3900,1302600,In Stock
20230619,40,11,93,0,45,3900,362700,In Stock
20230626,1,7,2644,0,744,180,475920,In Stock
20230626,1,8,1457,0,972,180,262260,In Stock
20230626,2,4,1245,0,821,90,112050,In Stock
20230626,2,7,1903,0,819,90,171270,In Stock
20230626,2,9,1468,0,1122,90,132120,In Stock
20230626,3,6,669,0,365,640,428160,In Stock
20230626,4,11,1154,0,221,420,484680,In Stock
20230626,5,9,3103,0,797,75,232725,In Stock
20230626,5,8,225,4741,1066,75,16875,Reorder
20230626,5,7,346,4833,731,75,25950,Reorder
20230626,6,8,1044,0,339,1200,1252800,In Stock
20230626,6,7,342,1396,380,1200,410400,Reorder
20230626,6,9,818,0,339,1200,981600,In Stock
20230626,7,8,991,0,318,320,317120,In Stock
20230626,8,9,4286,0,827,140,600040,In Stock
20230626,8,7,1957,0,1114,140,273980,In Stock
20230626,8,8,1805,0,768,140,252700,In Stock
20230626,9,10,2308,0,802,60,138480,In Stock
20230626,9,13,1542,0,995,60,92520,In Stock
20230626,10,2,2941,0,1025,110,323510,In Stock
20230626,10,10,63,4984,957,110,6930,Reorder
20230626,10,11,3662,0,1085,110,402820,In Stock
20230626,11,14,85,0,76,4800,408000,Low
20230626,12,14,158,0,72,3100,489800,In Stock
20230626,13,14,25,362,49,9500,237500,Reorder
20230626,14,14,126,0,76,12400,1562400,In Stock
20230626,15,3,492,0,324,240,118080,In Stock
20230626,15,14,337,0,220,240,80880,In Stock
20230626,16,14,550,0,382,1900,1045000,In Stock
20230626,17,10,176,0,74,7300,1284800,In Stock
20230626,17,12,100,0,47,7300,730000,In Stock
20230626,17,6,79,0,64,7300,576700,Low
20230626,18,12,60,278,74,18600,1116000,Reorder
20230626,18,2,217,0,76,18600,4036200,In Stock
20230626,19,3,338,0,70,5400,1825200,In Stock
20230626,19,11,114,0,75,5400,615600,In Stock
20230626,20,10,679,0,284,860,583940,In Stock
20230626,21,12,1963,0,1221,140,274820,In Stock
20230626,21,13,1164,0,860,140,162960,In Stock
20230626,22,2,364,1173,366,980,356720,Reorder
20230626,22,11,94,1748,257,980,92120,Reorder
20230626,22,12,649,0,263,980,636020,In Stock
20230626,23,11,134,0,55,6200,830800,In Stock
20230626,24,11,36,0,10,44000,1584000,In Stock
20230626,24,2,14,0,12,44000,616000,Low
20230626,24,10,19,0,12,44000,836000,In Stock
20230626,25,6,36,0,8,21500,774000,In Stock
20230626,25,11,29,0,9,21500,623500,In Stock
20230626,26,3,550,0,349,310,170500,In Stock
20230626,27,1,0,292,66,2700,0,Stockout
20230626,28,5,240,0,56,8900,2136000,In Stock
20230626,29,13,90,1331,251,430,38700,Reorder
20230626,29,2,677,0,243,430,291110,In Stock
20230626,30,5,1258,0,218,520,654160,In Stock
20230626,30,11,152,1146,268,520,79040,Reorder
20230626,31,4,14,0,8,96000,1344000,In Stock
20230626,31,1,15,0,10,96000,1440000,In Stock
20230626,32,1,153,0,77,3400,520200,In Stock
20230626,32,4,153,0,51,3400,520200,In Stock
20230626,33,1,232,0,62,5900,1368800,In Stock
20230626,33,4,90,0,57,5900,531000,In Stock
20230626,33,14,96,0,60,5900,566400,In Stock
20230626,34,5,14,0,9,72000,1008000,In Stock
20230626,34,1,30,0,11,72000,2160000,In Stock
20230626,34,4,19,0,10,72000,1368000,In Stock
20230626,35,2,1449,0,1017,45,65205,In Stock
20230626,35,11,3824,0,746,45,172080,In Stock
20230626,36,3,254,0,52,2300,584200,In Stock
20230626,36,13,258,0,69,2300,593400,In Stock
20230626,36,10,249,0,75,2300,572700,In Stock
20230626,37,11,277,0,225,1100,304700,Low
20230626,38,10,372,1391,380,1650,613800,Reorder
20230626,38,11,151,1841,266,1650,249150,Reorder
20230626,39,8,19,0,11,58000,1102000,In Stock
20230626,39,9,9,38,12,58000,522000,Reorder
20230626,40,9,297,0,49,3900,1158300,In Stock
20230626,40,11,49,0,45,3900,191100,Low
20230703,1,7,1771,0,744,180,318780,In Stock
20230703,1,8,879,3768,972,180,158220,Reorder
20230703,2,4,326,6251,821,90,29340,Reorder
20230703,2,7,1117,0,819,90,100530,In Stock
20230703,2,9,299,4979,1122,90,26910,Reorder
20230703,3,6,319,1083,365,640,204160,Reorder
20230703,4,11,812,0,221,420,341040,In Stock
20230703,5,9,2242,0,797,75,168150,In Stock
20230703,5,8,3382,0,1066,75,253650,In Stock
20230703,5,7,3997,0,731,75,299775,In Stock
20230703,6,8,747,0,339,1200,896400,In Stock
20230703,6,7,35,1500,380,1200,42000,Reorder
20230703,6,9,549,0,339,1200,658800,In Stock
20230703,7,8,790,0,318,320,252800,In Stock
20230703,8,9,3593,0,827,140,503020,In Stock
20230703,8,7,1480,0,1114,140,207200,In Stock
20230703,8,8,1219,0,768,140,170660,In Stock
20230703,9,10,1669,0,802,60,100140,In Stock
20230703,9,13,1034,0,995,60,62040,Low
20230703,10,2,2248,0,1025,110,247280,In Stock
20230703,10,10,3832,0,957,110,421520,In Stock
20230703,10,11,2608,0,1085,110,286880,In Stock
20230703,11,14,22,335,76,4800,105600,Reorder
20230703,12,14,85,0,72,3100,263500,Low
20230703,13,14,355,0,49,9500,3372500,In Stock
20230703,14,14,197,0,76,12400,2442800,In Stock
20230703,15,3,200,1433,324,240,48000,Reorder
20230703,15,14,74,1535,220,240,17760,Reorder
20230703,16,14,374,1224,382,1900,710600,Reorder
20230703,17,10,112,0,74,7300,817600,In Stock
20230703,17,12,71,0,47,7300,518300,In Stock
20230703,17,6,38,310,64,7300,277400,Reorder
20230703,18,12,234,0,74,18600,4352400,In Stock
20230703,18,2,154,0,76,18600,2864400,In Stock
20230703,19,3,274,0,70,5400,1479600,In Stock
20230703,19,11,74,228,75,5400,399600,Reorder
20230703,20,10,457,0,284,860,393020,In Stock
20230703,21,12,862,4035,1221,140,120680,Reorder
20230703,21,13,258,5965,860,140,36120,Reorder
20230703,22,2,104,1449,366,980,101920,Reorder
20230703,22,11,1584,0,257,980,1552320,In Stock
20230703,22,12,479,0,263,980,469420,In Stock
20230703,23,11,101,0,55,6200,626200,In Stock
20230703,24,11,29,0,10,44000,1276000,In Stock
20230703,24,2,5,47,12,44000,220000,Reorder
20230703,24,10,8,60,12,44000,352000,Reorder
20230703,25,6,30,0,8,21500,645000,In Stock
20230703,25,11,22,0,9,21500,473000,In Stock
20230703,26,3,1241,0,349,310,384710,In Stock
20230703,27,1,192,0,66,2700,518400,In Stock
20230703,28,5,198,0,56,8900,1762200,In Stock
20230703,29,13,1122,0,251,430,482460,In Stock
20230703,29,2,407,0,243,430,175010,In Stock
20230703,30,5,970,0,218,520,504400,In Stock
20230703,30,11,917,0,268,520,476840,In Stock
20230703,31,4,7,47,8,96000,672000,Reorder
20230703,31,1,7,44,10,96000,672000,Reorder
20230703,32,1,102,0,77,3400,346800,In Stock
20230703,32,4,113,0,51,3400,384200,In Stock
20230703,33,1,161,0,62,5900,949900,In Stock
20230703,33,4,54,264,57,5900,318600,Reorder
20230703,33,14,28,253,60,5900,165200,Reorder
20230703,34,5,10,0,9,72000,720000,Low
20230703,34,1,24,0,11,72000,1728000,In Stock
20230703,34,4,12,0,10,72000,864000,Low
20230703,35,2,743,4469,1017,45,33435,Reorder
20230703,35,11,3044,0,746,45,136980,In Stock
20230703,36,3,201,0,52,2300,462300,In Stock
20230703,36,13,223,0,69,2300,512900,In Stock
20230703,36,10,204,0,75,2300,469200,In Stock
20230703,37,11,1017,0,225,1100,1118700,In Stock
20230703,38,10,57,1592,380,1650,94050,Reorder
20230703,38,11,1667,0,266,1650,2750550,In Stock
20230703,39,8,39,0,11,58000,2262000,In Stock
20230703,39,9,0,44,12,58000,0,Stockout
20230703,40,9,243,0,49,3900,947700,In Stock
20230703,40,11,22,304,45,3900,85800,Reorder
20230710,1,7,1309,0,744,180,235620,In Stock
20230710,1,8,181,5138,972,180,32580,Reorder
20230710,2,4,4072,0,821,90,366480,In Stock
20230710,2,7,527,4869,819,90,47430,Reorder
20230710,2,9,4013,0,1122,90,361170,In Stock
20230710,3,6,16,1583,365,640,10240,Reorder
20230710,4,11,565,0,221,420,237300,In Stock
20230710,5,9,1787,0,797,75,134025,In Stock
20230710,5,8,2687,0,1066,75,201525,In Stock
20230710,5,7,3080,0,731,75,231000,In Stock
20230710,6,8,526,0,339,1200,631200,In Stock
20230710,6,7,1453,0,380,1200,1743600,In Stock
20230710,6,9,228,1268,339,1200,273600,Reorder
20230710,7,8,595,0,318,320,190400,In Stock
20230710,8,9,2565,0,827,140,359100,In Stock
20230710,8,7,352,4626,1114,140,49280,Reorder
20230710,8,8,342,6319,768,140,47880,Reorder
20230710,9,10,937,0,802,60,56220,Low
20230710,9,13,175,6358,995,60,10500,Reorder
20230710,10,2,1781,0,1025,110,195910,In Stock
20230710,10,10,3213,0,957,110,353430,In Stock
20230710,10,11,1456,0,1085,110,160160,In Stock
20230710,11,14,283,0,76,4800,1358400,In Stock
20230710,12,14,49,370,72,3100,151900,Reorder
20230710,13,14,304,0,49,9500,2888000,In Stock
20230710,14,14,160,0,76,12400,1984000,In Stock
20230710,15,3,1526,0,324,240,366240,In Stock
20230710,15,14,1411,0,220,240,338640,In Stock
20230710,16,14,197,1294,382,1900,374300,Reorder
20230710,17,10,74,273,74,7300,540200,Reorder
20230710,17,12,32,361,47,7300,233600,Reorder
20230710,17,6,222,0,64,7300,1620600,In Stock
20230710,18,12,184,0,74,18600,3422400,In Stock
20230710,18,2,119,0,76,18600,2213400,In Stock
20230710,19,3,229,0,70,5400,1236600,In Stock
20230710,19,11,34,269,75,5400,183600,Reorder
20230710,20,10,170,1184,284,860,146200,Reorder
20230710,21,12,3016,0,1221,140,422240,In Stock
20230710,21,13,4696,0,860,140,657440,In Stock
20230710,22,2,1229,0,366,980,1204420,In Stock
20230710,22,11,1325,0,257,980,1298500,In Stock
20230710,22,12,325,0,263,980,318500,Low
20230710,23,11,54,362,55,6200,334800,Reorder
20230710,24,11,22,0,10,44000,968000,In Stock
20230710,24,2,0,44,12,44000,0,Stockout
20230710,24,10,2,67,12,44000,88000,Reorder
20230710,25,6,22,0,8,21500,473000,In Stock
20230710,25,11,16,0,9,21500,344000,In Stock
20230710,26,3,1057,0,349,310,327670,In Stock
20230710,27,1,130,0,66,2700,351000,In Stock
20230710,28,5,148,0,56,8900,1317200,In Stock
20230710,29,13,891,0,251,430,383130,In Stock
20230710,29,2,208,1807,243,430,89440,Reorder
20230710,30,5,832,0,218,520,432640,In Stock
20230710,30,11,593,0,268,520,308360,In Stock
20230710,31,4,49,0,8,96000,4704000,In Stock
20230710,31,1,3,50,10,96000,288000,Reorder
20230710,32,1,57,260,77,3400,193800,Reorder
20230710,32,4,64,0,51,3400,217600,Low
20230710,33,1,89,0,62,5900,525100,In Stock
20230710,33,4,16,257,57,5900,94400,Reorder
20230710,33,14,243,0,60,5900,1433700,In Stock
20230710,34,5,6,56,9,72000,432000,Reorder
20230710,34,1,36,0,11,72000,2592000,In Stock
20230710,34,4,3,40,10,72000,216000,Reorder
20230710,35,2,267,4577,1017,45,12015,Reorder
20230710,35,11,2130,0,746,45,95850,In Stock
20230710,36,3,131,0,52,2300,301300,In Stock
20230710,36,13,196,0,69,2300,450800,In Stock
20230710,36,10,174,0,75,2300,400200,In Stock
20230710,37,11,825,0,225,1100,907500,In Stock
20230710,38,10,1295,0,380,1650,2136750,In Stock
20230710,38,11,1368,0,266,1650,2257200,In Stock
20230710,39,8,34,0,11,58000,1972000,In Stock
20230710,39,9,35,0,12,58000,2030000,In Stock
20230710,40,9,214,0,49,3900,834600,In Stock
20230710,40,11,228,0,45,3900,889200,In Stock
20230717,1,7,3756,0,744,180,676080,In Stock
20230717,1,8,3681,0,972,180,662580,In Stock
20230717,2,4,3567,0,821,90,321030,In Stock
20230717,2,7,3814,0,819,90,343260,In Stock
20230717,2,9,3365,0,1122,90,302850,In Stock
20230717,3,6,1019,0,365,640,652160,In Stock
20230717,4,11,363,0,221,420,152460,In Stock
20230717,5,9,1351,0,797,75,101325,In Stock
20230717,5,8,1695,0,1066,75,127125,In Stock
20230717,5,7,2382,0,731,75,178650,In Stock
20230717,6,8,391,0,339,1200,469200,Low
20230717,6,7,1225,0,380,1200,1470000,In Stock
20230717,6,9,54,1476,339,1200,64800,Reorder
20230717,7,8,411,0,318,320,131520,Low
20230717,8,9,2041,0,827,140,285740,In Stock
20230717,8,7,3884,0,1114,140,543760,In Stock
20230717,8,8,4975,0,768,140,696500,In Stock
20230717,9,10,4310,0,802,60,258600,In Stock
20230717,9,13,4668,0,995,60,280080,In Stock
20230717,10,2,807,6098,1025,110,88770,Reorder
20230717,10,10,2325,0,957,110,255750,In Stock
20230717,10,11,308,5319,1085,110,33880,Reorder
20230717,11,14,251,0,76,4800,1204800,In Stock
20230717,12,14,300,0,72,3100,930000,In Stock
20230717,13,14,265,0,49,9500,2517500,In Stock
20230717,14,14,106,0,76,12400,1314400,In Stock
20230717,15,3,1392,0,324,240,334080,In Stock
20230717,15,14,1096,0,220,240,263040,In Stock
20230717,16,14,3,1398,382,1900,5700,Reorder
20230717,17,10,33,354,74,7300,240900,Reorder
20230717,17,12,256,0,47,7300,1868800,In Stock
20230717,17,6,155,0,64,7300,1131500,In Stock
20230717,18,12,126,0,74,18600,2343600,In Stock
20230717,18,2,239,0,76,18600,4445400,In Stock
20230717,19,3,185,0,70,5400,999000,In Stock
20230717,19,11,191,0,75,5400,1031400,In Stock
20230717,20,10,905,0,284,860,778300,In Stock
20230717,21,12,2344,0,1221,140,328160,In Stock
20230717,21,13,3895,0,860,140,545300,In Stock
20230717,22,2,901,0,366,980,882980,In Stock
20230717,22,11,1104,0,257,980,1081920,In Stock
20230717,22,12,129,1383,263,980,126420,Reorder
20230717,23,11,4,370,55,6200,24800,Reorder
20230717,24,11,29,0,10,44000,1276000,In Stock
20230717,24,2,37,0,12,44000,1628000,In Stock
20230717,24,10,54,0,12,44000,2376000,In Stock
20230717,25,6,13,0,8,21500,279500,In Stock
20230717,25,11,9,49,9,21500,193500,Reorder
20230717,26,3,844,0,349,310,261640,In Stock
20230717,27,1,85,0,66,2700,229500,Low
20230717,28,5,104,0,56,8900,925600,In Stock
20230717,29,13,692,0,251,430,297560,In Stock
20230717,29,2,1242,0,243,430,534060,In Stock
20230717,30,5,591,0,218,520,307320,In Stock
20230717,30,11,271,0,268,520,140920,Low
20230717,31,4,43,0,8,96000,4128000,In Stock
20230717,31,1,41,0,10,96000,3936000,In Stock
20230717,32,1,213,0,77,3400,724200,In Stock
20230717,32,4,3,289,51,3400,10200,Reorder
20230717,33,1,63,0,62,5900,371700,Low
20230717,33,4,233,0,57,5900,1374700,In Stock
20230717,33,14,204,0,60,5900,1203600,In Stock
20230717,34,5,42,0,9,72000,3024000,In Stock
20230717,34,1,27,0,11,72000,1944000,In Stock
20230717,34,4,34,0,10,72000,2448000,In Stock
20230717,35,2,3036,0,1017,45,136620,In Stock
20230717,35,11,1689,0,746,45,76005,In Stock
20230717,36,3,94,0,52,2300,216200,In Stock
20230717,36,13,163,0,69,2300,374900,In Stock
20230717,36,10,106,0,75,2300,243800,In Stock
20230717,37,11,516,0,225,1100,567600,In Stock
20230717,38,10,1076,0,380,1650,1775400,In Stock
20230717,38,11,1220,0,266,1650,2013000,In Stock
20230717,39,8,26,0,11,58000,1508000,In Stock
20230717,39,9,28,0,12,58000,1624000,In Stock
20230717,40,9,163,0,49,3900,635700,In Stock
20230717,40,11,182,0,45,3900,709800,In Stock
20230724,1,7,3334,0,744,180,600120,In Stock
20230724,1,8,3151,0,972,180,567180,In Stock
20230724,2,4,2489,0,821,90,224010,In Stock
20230724,2,7,3162,0,819,90,284580,In Stock
20230724,2,9,2706,0,1122,90,243540,In Stock
20230724,3,6,726,0,365,640,464640,In Stock
20230724,4,11,175,1523,221,420,73500,Reorder
20230724,5,9,406,4901,797,75,30450,Reorder
20230724,5,8,834,4202,1066,75,62550,Reorder
20230724,5,7,1954,0,731,75,146550,In Stock
20230724,6,8,230,1350,339,1200,276000,Reorder
20230724,6,7,963,0,380,1200,1155600,In Stock
20230724,6,9,1403,0,339,1200,1683600,In Stock
20230724,7,8,215,1316,318,320,68800,Reorder
20230724,8,9,1507,0,827,140,210980,In Stock
20230724,8,7,3241,0,1114,140,453740,In Stock
20230724,8,8,4422,0,768,140,619080,In Stock
20230724,9,10,3848,0,802,60,230880,In Stock
20230724,9,13,4093,0,995,60,245580,In Stock
20230724,10,2,4554,0,1025,110,500940,In Stock
20230724,10,10,1388,0,957,110,152680,In Stock
20230724,10,11,5063,0,1085,110,556930,In Stock
20230724,11,14,225,0,76,4800,1080000,In Stock
20230724,12,14,231,0,72,3100,716100,In Stock
20230724,13,14,212,0,49,9500,2014000,In Stock
20230724,14,14,67,247,76,12400,830800,Reorder
20230724,15,3,1066,0,324,240,255840,In Stock
20230724,15,14,813,0,220,240,195120,In Stock
20230724,16,14,1217,0,382,1900,2312300,In Stock
20230724,17,10,283,0,74,7300,2065900,In Stock
20230724,17,12,214,0,47,7300,1562200,In Stock
20230724,17,6,92,0,64,7300,671600,In Stock
20230724,18,12,84,0,74,18600,1562400,Low
20230724,18,2,168,0,76,18600,3124800,In Stock
20230724,19,3,141,0,70,5400,761400,In Stock
20230724,19,11,161,0,75,5400,869400,In Stock
20230724,20,10,624,0,284,860,536640,In Stock
20230724,21,12,1613,0,1221,140,225820,In Stock
20230724,21,13,3236,0,860,140,453040,In Stock
20230724,22,2,615,0,366,980,602700,In Stock
20230724,22,11,919,0,257,980,900620,In Stock
20230724,22,12,1030,0,263,980,1009400,In Stock
20230724,23,11,329,0,55,6200,2039800,In Stock
20230724,24,11,19,0,10,44000,836000,In Stock
20230724,24,2,29,0,12,44000,1276000,In Stock
20230724,24,10,45,0,12,44000,1980000,In Stock
20230724,25,6,4,38,8,21500,86000,Reorder
20230724,25,11,3,64,9,21500,64500,Reorder
20230724,26,3,698,0,349,310,216380,In Stock
20230724,27,1,23,295,66,2700,62100,Reorder
20230724,28,5,38,301,56,8900,338200,Reorder
20230724,29,13,408,0,251,430,175440,In Stock
20230724,29,2,953,0,243,430,409790,In Stock
20230724,30,5,340,0,218,520,176800,In Stock
20230724,30,11,17,1599,268,520,8840,Reorder
20230724,31,4,36,0,8,96000,3456000,In Stock
20230724,31,1,32,0,10,96000,3072000,In Stock
20230724,32,1,175,0,77,3400,595000,In Stock
20230724,32,4,227,0,51,3400,771800,In Stock
20230724,33,1,34,286,62,5900,200600,Reorder
20230724,33,4,207,0,57,5900,1221300,In Stock
20230724,33,14,143,0,60,5900,843700,In Stock
20230724,34,5,37,0,9,72000,2664000,In Stock
20230724,34,1,23,0,11,72000,1656000,In Stock
20230724,34,4,28,0,10,72000,2016000,In Stock
20230724,35,2,1899,0,1017,45,85455,In Stock
20230724,35,11,894,0,746,45,40230,Low
20230724,36,3,51,323,52,2300,117300,Reorder
20230724,36,13,109,0,69,2300,250700,In Stock
20230724,36,10,59,282,75,2300,135700,Reorder
20230724,37,11,364,0,225,1100,400400,In Stock
20230724,38,10,913,0,380,1650,1506450,In Stock
20230724,38,11,1083,0,266,1650,1786950,In Stock
20230724,39,8,21,0,11,58000,1218000,In Stock
20230724,39,9,23,0,12,58000,1334000,In Stock
20230724,40,9,100,0,49,3900,390000,In Stock
20230724,40,11,117,0,45,3900,456300,In Stock
20230731,1,7,2785,0,744,180,501300,In Stock
20230731,1,8,2015,0,972,180,362700,In Stock
20230731,2,4,1469,0,821,90,132210,In Stock
20230731,2,7,2060,0,819,90,185400,In Stock
20230731,2,9,1848,0,1122,90,166320,In Stock
20230731,3,6,515,0,365,640,329600,In Stock
20230731,4,11,1148,0,221,420,482160,In Stock
20230731,5,9,4857,0,797,75,364275,In Stock
20230731,5,8,115,4420,1066,75,8625,Reorder
20230731,5,7,4088,0,731,75,306600,In Stock
20230731,6,8,1218,0,339,1200,1461600,In Stock
20230731,6,7,681,0,380,1200,817200,In Stock
20230731,6,9,1092,0,339,1200,1310400,In Stock
20230731,7,8,969,0,318,320,310080,In Stock
20230731,8,9,3501,0,827,140,490140,In Stock
20230731,8,7,2726,0,1114,140,381640,In Stock
20230731,8,8,3491,0,768,140,488740,In Stock
20230731,9,10,3359,0,802,60,201540,In Stock
20230731,9,13,3228,0,995,60,193680,In Stock
20230731,10,2,3697,0,1025,110,406670,In Stock
20230731,10,10,401,4571,957,110,44110,Reorder
20230731,10,11,4600,0,1085,110,506000,In Stock
20230731,11,14,157,0,76,4800,753600,In Stock
20230731,12,14,173,0,72,3100,536300,In Stock
20230731,13,14,142,0,49,9500,1349000,In Stock
20230731,14,14,19,307,76,12400,235600,Reorder
20230731,15,3,774,0,324,240,185760,In Stock
20230731,15,14,668,0,220,240,160320,In Stock
20230731,16,14,926,0,382,1900,1759400,In Stock
20230731,17,10,245,0,74,7300,1788500,In Stock
20230731,17,12,170,0,47,7300,1241000,In Stock
20230731,17,6,37,299,64,7300,270100,Reorder
20230731,18,12,13,288,74,18600,241800,Reorder
20230731,18,2,297,0,76,18600,5524200,In Stock
20230731,19,3,71,0,70,5400,383400,Low
20230731,19,11,263,0,75,5400,1420200,In Stock
20230731,20,10,415,0,284,860,356900,In Stock
20230731,21,12,1135,3350,1221,140,158900,Reorder
20230731,21,13,2341,0,860,140,327740,In Stock
20230731,22,2,1138,0,366,980,1115240,In Stock
20230731,22,11,787,0,257,980,771260,In Stock
20230731,22,12,893,0,263,980,875140,In Stock
20230731,23,11,303,0,55,6200,1878600,In Stock
20230731,24,11,15,0,10,44000,660000,In Stock
20230731,24,2,19,0,12,44000,836000,In Stock
20230731,24,10,41,0,12,44000,1804000,In Stock
20230731,25,6,36,0,8,21500,774000,In Stock
20230731,25,11,42,0,9,21500,903000,In Stock
20230731,26,3,569,0,349,310,176390,In Stock
20230731,27,1,213,0,66,2700,575100,In Stock
20230731,28,5,270,0,56,8900,2403000,In Stock
20230731,29,13,201,1394,251,430,86430,Reorder
20230731,29,2,730,0,243,430,313900,In Stock
20230731,30,5,51,1769,218,520,26520,Reorder
20230731,30,11,1097,0,268,520,570440,In Stock
20230731,31,4,29,0,8,96000,2784000,In Stock
20230731,31,1,28,0,10,96000,2688000,In Stock
20230731,32,1,144,0,77,3400,489600,In Stock
20230731,32,4,182,0,51,3400,618800,In Stock
20230731,33,1,3,316,62,5900,17700,Reorder
20230731,33,4,148,0,57,5900,873200,In Stock
20230731,33,14,192,0,60,5900,1132800,In Stock
20230731,34,5,28,0,9,72000,2016000,In Stock
20230731,34,1,14,0,11,72000,1008000,Low
20230731,34,4,23,0,10,72000,1656000,In Stock
20230731,35,2,816,3227,1017,45,36720,Reorder
20230731,35,11,4185,0,746,45,188325,In Stock
20230731,36,3,1,426,52,2300,2300,Reorder
20230731,36,13,46,365,69,2300,105800,Reorder
20230731,36,10,11,322,75,2300,25300,Reorder
20230731,37,11,37,1303,225,1100,40700,Reorder
20230731,38,10,751,0,380,1650,1239150,In Stock
20230731,38,11,905,0,266,1650,1493250,In Stock
20230731,39,8,46,0,11,58000,2668000,In Stock
20230731,39,9,13,0,12,58000,754000,Low
20230731,40,9,64,0,49,3900,249600,In Stock
20230731,40,11,71,0,45,3900,276900,In Stock
20230807,1,7,1879,0,744,180,338220,In Stock
20230807,1,8,969,3888,972,180,174420,Reorder
20230807,2,4,579,5612,821,90,52110,Reorder
20230807,2,7,1073,0,819,90,96570,In Stock
20230807,2,9,1095,4934,1122,90,98550,Reorder
20230807,3,6,252,1260,365,640,161280,Reorder
20230807,4,11,805,0,221,420,338100,In Stock
20230807,5,9,4031,0,797,75,302325,In Stock
20230807,5,8,3397,0,1066,75,254775,In Stock
20230807,5,7,3364,0,731,75,252300,In Stock
20230807,6,8,990,0,339,1200,1188000,In Stock
20230807,6,7,413,0,380,1200,495600,Low
20230807,6,9,780,0,339,1200,936000,In Stock
20230807,7,8,807,0,318,320,258240,In Stock
20230807,8,9,2762,0,827,140,386680,In Stock
20230807,8,7,1904,0,1114,140,266560,In Stock
20230807,8,8,2530,0,768,140,354200,In Stock
20230807,9,10,2435,0,802,60,146100,In Stock
20230807,9,13,2222,0,995,60,133320,In Stock
20230807,10,2,3095,0,1025,110,340450,In Stock
20230807,10,10,4153,0,957,110,456830,In Stock
20230807,10,11,3939,0,1085,110,433290,In Stock
20230807,11,14,87,0,76,4800,417600,Low
20230807,12,14,124,0,72,3100,384400,In Stock
20230807,13,14,87,0,49,9500,826500,In Stock
20230807,14,14,224,0,76,12400,2777600,In Stock
20230807,15,3,565,0,324,240,135600,In Stock
20230807,15,14,428,0,220,240,102720,In Stock
20230807,16,14,685,0,382,1900,1301500,In Stock
20230807,17,10,180,0,74,7300,1314000,In Stock
20230807,17,12,117,0,47,7300,854100,In Stock
20230807,17,6,270,0,64,7300,1971000,In Stock
20230807,18,12,225,0,74,18600,4185000,In Stock
20230807,18,2,230,0,76,18600,4278000,In Stock
20230807,19,3,17,376,70,5400,91800,Reorder
20230807,19,11,203,0,75,5400,1096200,In Stock
20230807,20,10,131,1266,284,860,112660,Reorder
20230807,21,12,553,4500,1221,140,77420,Reorder
20230807,21,13,1649,0,860,140,230860,In Stock
20230807,22,2,798,0,366,980,782040,In Stock
20230807,22,11,479,0,257,980,469420,In Stock
20230807,22,12,705,0,263,980,690900,In Stock
20230807,23,11,254,0,55,6200,1574800,In Stock
20230807,24,11,10,43,10,44000,440000,Reorder
20230807,24,2,38,0,12,44000,1672000,In Stock
20230807,24,10,36,0,12,44000,1584000,In Stock
